මම ඊයේ රෑ ත්‍රාසජනක චිත්‍රපටියක් බැලුවෙමි.,මම ඊයේ රෑ ත්‍රාසජනක චිත්‍රපටියක් බැලුවෙමු,ඊයේ රෑ ත්‍රාසජනක චිත්‍රපටියක් මම බැලුවෙමි.
ඔහු මගේ සිල්ලර බඩු රැගෙන යාමට මට උදව් කළේය,ඔහු මගේ සිල්ලර බඩු රැගෙන යාමට මට උදව් කලාය,මගේ සිල්ලර බඩු රැගෙන යාමට ඔහු මට උදව් කළේය
ඔවුහු අයිස්ක්‍රීම්වල අලුත් රසයක් අත්හදා බැලූහ.,ඔවුහු අයිස්ක්‍රීම්වල අලුත් රසයක් අත්හදා බැලති,අයිස්ක්‍රීම්වල අලුත් රසයක්  ඔවුහු අත්හදා බැලූහ.
මම සවස් වරුවේ මුහුදු වෙරළේ ගත කළෙමි.,මම සවස් වරුවේ මුහුදු වෙරළේ ගත කරයි, මුහුදු වෙරළේ මම සවස් වරුවේ ගත කළෙමි.
අරක්කැමියා රසවත් කෑමක් පිළියෙළ කළේය.,අරක්කැමියා රසවත් කෑමක් පිළියෙළ කළති,පිළියෙළ කළේය අරක්කැමියා රසවත් කෑමක් 
බල්ලා පන්දුව පසුපස හඹා යයි.,බල්ලා පන්දුව පසුපස හඹා යති,හඹා යයි. බල්ලා පන්දුව පසුපස.
අපි සාදයේදී පින්තූර ගොඩක් ගත්තෙමු,අපි සාදයේදී පින්තූර ගොඩක් ගත්තෙමි,ගොඩක් ගත්තෙමු අපි සාදයේදී පින්තූර.
විහිළු විහිළුවට ඇය සිනාසුණාය.,විහිළු විහිළුවට ඇය සිනාසුනේය,සිනාසුණාය විහිළු විහිළුවට ඇය.
මම බැල්කනියේ සිට දර්ශනය භුක්ති වින්දාය.,මම බැල්කනියේ සිට දර්ශනය භුක්ති වින්දේය,බැල්කනියේ සිට දර්ශනය මම  භුක්ති වින්දාය.
අපි එක්ව හරස්පද ප්‍රහේලිකාව විසඳා ගත්තෙමු.,අපි එක්ව හරස්පද ප්‍රහේලිකාව විසඳා ගත්තෙමි, විසඳා ගත්තෙමු අපි එක්ව හරස්පද ප්‍රහේලිකාව.
නැවුම් පාන් සුවඳ වාතය පිරී යයි.,නැවුම් පාන් සුවඳ වාතය පිරී යති,පිරී යයි නැවුම් පාන් සුවඳ වාතය.
මම අද උදේ ජිම් එකට ගියෙමි.,මම අද උදේ ජිම් එකට ගියෙමු,අද උදේ ජිම් එකට මම ගියෙමි.
වීදි ලාම්පු රාත්‍රිය දැල්වීය.,වීදි ලාම්පු රාත්‍රිය දැල්වෙති,දැල්වීය වීදි ලාම්පු රාත්‍රිය.
ඇය අද වැඩට කාර් එක එලෙව්වාය.,ඇය අද වැඩට කාර් එක එලෙව්වේය, එලෙව්වාය ඇය අද වැඩට කාර් එක.
අපි නත්තලට නිවස අලංකාර කලෙමු.,අපි නත්තලට නිවස අලංකාර කලෙමි,අලංකාර කලෙමු අපි නත්තලට නිවස.
මම දහවල් නින්දක් ගත්තෙමි.,මම දහවල් නින්දක් ගත්තෙමු,ගත්තෙමි මම දහවල් නින්දක්.
මල්වලින් පුදුම සුවඳක් එයි.,මල්වලින් පුදුම සුවඳක් එති, සුවඳක් එයි මල්වලින් පුදුම.
ඔවුහු නියමිත වේලාවට බසය අල්ලා ගත්හ.,ඔවුහු නියමිත වේලාවට බසය අල්ලා ගත්තා ,නියමිත වේලාවට බසය ඔවුහු අල්ලා ගත්හ.
මම මගේ මිතුරන් සමඟ පැසිපන්දු ක්‍රීඩා කලෙමි.,මම මගේ මිතුරන් සමඟ පැසිපන්දු ක්‍රීඩා කලා,පැසිපන්දු ක්‍රීඩා කලෙමි මම මගේ මිතුරන් සමඟ.
අපි නගරයේ අලුත් කෞතුකාගාරයකට ගියෙමු.,අපි නගරයේ අලුත් කෞතුකාගාරයකට ගියෙති, අලුත් කෞතුකාගාරයකට අපි නගරයේ ගියෙමු.
මම අද උදේ කුණු ඉවත් කලෙමි.,මම අද උදේ කුණු ඉවත් කරමු,ඉවත් කලෙමි මම අද උදේ කුණු.
ඇය අපට තේ පෝච්චියක් සාදා දුන්නාය.,ඇය අපට තේ පෝච්චියක් සාදා දුන්නෙය,සාදා දුන්නාය ඇය අපට තේ පෝච්චියක්.
අපි වෙරළේ වැලි මාලිගාවක් හැදුවෙමු.,අපි වෙරළේ වැලි මාලිගාවක් හැදුවෙමි,වෙරළේ වැලි මාලිගාවක් අපි හැදුවෙමු.
සාදය උද්යෝගයෙන් පිරී යයි,සාදය උද්යෝගයෙන් පිරී යති,පිරී යයි සාදය උද්යෝගයෙන්.
මම ගමන සඳහා මගේ ගමන් මල්ල පැක් කලෙමි.,මම ගමන සඳහා මගේ ගමන් මල්ල පැක් කරති,ගමන සඳහා මගේ ගමන් මල්ල මම පැක් කලෙමි.
ළමයි උද්‍යානයේ බොහෝ විනෝද වූහ.,ළමයි උද්‍යානයේ බොහෝ විනෝද වුනා,උද්‍යානයේ බොහෝ ළමයි විනෝද වූහ.
මම අද උදේ පැලවලට වතුර දැම්මෙමි.,මම අද උදේ පැලවලට වතුර දැම්මෙමු,අද උදේ පැලවලට වතුර මම දැම්මෙමි.
ඔවුහු පිටත හිම මිනිසෙකු ගොඩනඟා ගත්හ.,ඔවුහු පිටත හිම මිනිසෙකු ගොඩනඟා ගත්තාය ,ගොඩනඟා ගත්හ ඔවුහු පිටත හිම මිනිසෙකු.
ගහ උඩ කුරුල්ලෙක් සින්දු කියයි.,ගහ උඩ කුරුල්ලෙක් සින්දු කියති, සින්දු කියයි ගහ උඩ කුරුල්ලෙක්.
අපි රාත්‍රී ආහාරය සුවපහසු අවන්හලෙන් ගත්තෙමු .,අපි රාත්‍රී ආහාරය සුවපහසු අවන්හලෙන් ගත්තෙමි, රාත්‍රී ආහාරය සුවපහසු අවන්හලෙන් අපි ගත්තෙමු .
ඔහු මට ලස්සන කාඩ් එකක් එව්වේය,ඔහු මට ලස්සන කාඩ් එකක් එව්වෙමි,එකක් එව්වේය ඔහු මට ලස්සන කාඩ්.
මම මගේ පවුල වෙනුවෙන් ගිටාර් වාදනය කලෙමි.,මම මගේ පවුල වෙනුවෙන් ගිටාර් වාදනය කලෙමු,ගිටාර් වාදනය කලෙමි මම මගේ පවුල වෙනුවෙන්.
වේටර් අපිට මෙනු එක ගෙනාවේය.,වේටර් අපිට මෙනු එක ගෙනාවා ,එක ගෙනාවේය වේටර් අපිට මෙනු.
අපි නව කඳු නැගීමේ මාර්ගයක් ගවේෂණය කළෙමු.,අපි නව කඳු නැගීමේ මාර්ගයක් ගවේෂණය කළෙමි,ගවේෂණය කළෙමු අපි නව කඳු නැගීමේ මාර්ගයක්..
මම අද සිල්ලර බඩු ගන්න ගියෙමි.,මම අද සිල්ලර බඩු ගන්න ගියමු,බඩු ගන්න ගියෙමි මම අද සිල්ලර.
ඇය යන්න කලින් මාව තදින් බදා ගත්තාය.,ඇය යන්න කලින් මාව තදින් බදා ගත්තා,යන්න කලින් මාව තදින් ඇය  බදා ගත්තාය.
අපි අලුත් අවුරුද්දේ ගිනිකෙළි බැලුවෙමු.,අපි අලුත් අවුරුද්දේ ගිනිකෙළි බැලුවෙමි,ගිනිකෙළි බැලුවෙමු අපි අලුත් අවුරුද්දේ 
මම උදේ ජෝගියක් ගියෙමි.,මම උදේ ජෝගියක් ගියෙමු,ජෝගියක් ගියෙමි මම උදේ.
ඔවුහු ගෙවත්තේ ගස් ගෙයක් හැදූහ.,ඔවුහු ගෙවත්තේ ගස් ගෙයක් හැදති,ගස් ගෙයක් හැදූහ ඔවුහු ගෙවත්තේ 
අපි වැඩ කරන අතරතුර සංගීතයට සවන් දුන්නෙමු.,අපි වැඩ කරන අතරතුර සංගීතයට සවන් දුන්නේය,වැඩ කරන අතරතුර සංගීතයට අපි සවන් දුන්නෙමු.
ඇය නවකතාවේ පරිච්ඡේදයක් කියෙව්වාය.,ඇය නවකතාවේ පරිච්ඡේදයක් කිව්වා ,නවකතාවේ පරිච්ඡේදයක් ඇය කියෙව්වාය.
මම කාමරේ මල් වලින් සරසා ගත්තෙමි.,මම කාමරේ මල් වලින් සරසා ගත්තා, කාමරේ මල් වලින් සරසා මම ගත්තෙමි.
ළමයි මිදුලේ සෙල්ලම් කලෝය.,ළමයි මිදුලේ සෙල්ලම් කලා,සෙල්ලම් කලෝය ළමයි මිදුලේ.
මම ඇයට ස්තුති සටහනක් ලිව්වෙමි.,මම ඇයට ස්තුති සටහනක් ලිව්වේය,ලිව්වෙමි මම  ඇයට ස්තුති සටහනක් 
අපි රූපවාහිනියෙන් පාපන්දු ක්‍රීඩාවක් බැලුවෙමු.,අපි රූපවාහිනියෙන් පාපන්දු ක්‍රීඩාවක් බැලුවෙමි, රූපවාහිනියෙන් පාපන්දු ක්‍රීඩාවක් අපි බැලුවෙමු.
මම රාත්‍රී ආහාරය සඳහා නව වට්ටෝරුවක් උත්සාහ කළෙමි.,මම රාත්‍රී ආහාරය සඳහා නව වට්ටෝරුවක් උත්සාහ කළෙමු,ක්‍රීඩාවක් බැලුවෙමු අපි රූපවාහිනියෙන් පාපන්දු 
කුණාටුව ඉක්මනින් ගෙවී යයි.,කුණාටුව ඉක්මනින් ගෙවී යති, ගෙවී යයි කුණාටුව ඉක්මනින්
ඇය මගේ මේසය සංවිධානය කිරීමට මට උදව් කළාය.,ඇය මගේ මේසය සංවිධානය කිරීමට මට උදව් කලෙය,ඇය මගේ මේසය ඇය මගේ  මට උදව් කළාය සංවිධානය කිරීමට .
අපි වත්තේ ඖෂධ පැළෑටි සිටුවෙමු.,අපි වත්තේ ඖෂධ පැළෑටි සිටුවෙමි,වත්තේ පැළෑටි  ඖෂධ සිටුවෙමු අපි .
මම උයලා කුස්සිය පිරිසිදු කලෙමු.,මම උයලා කුස්සිය පිරිසිදු කලෙමු.,කුස්සිය පිරිසිදු  උයලා කලෙමු මම .
ඔහු තෑග්ග දැක සිනාසුණේය.,ඔහු තෑග්ග දුටු සිනාසුනා,දුටු  තෑග්ගඔහු  සිනාසුණේය.
අපි විනෝද චාරිකාව සඳහා කෙටි ආහාර පැකට් කළෙමු.,අපි විනෝද චාරිකාව සඳහා කෙටි ආහාර පැකට් කලා, විනෝද කෙටි ආහාර පැකට් චාරිකාව අපි සඳහා කළෙමු.
බළලා ජනෙල් කවුළුව මත වාඩි වෙයි.,බළලා ජනෙල් කවුළුව මත වාඩි වුනා, කවුළුව මත වාඩි ජනෙල්  වෙයි බළලා.
මම කෝපි බොන්න මගේ මිතුරන් සමඟ එකතු වුණෙමි.,මම කෝපි බොන්න මගේ මිතුරන් සමඟ එකතු වුණෙමු ,කෝපි  මිතුරන් සමඟ මම බොන්න මගේ එකතු වුණෙමි.
අපි බයිසිකල් පැදගෙන අවට වටේ ගියෙමු.,අපි බයිසිකල් පැදගෙන අවට වටේ ගියෙමි,පැදගෙන අවට වටේ බයිසිකල්  ගියෙමු අපි .
ඔවුහු නිවස බැලූන් වලින් සරසා සිටියහ.,ඔවුහු නිවස බැලූන් වලින් සරසා සිටියා, බැලූන් වලින් ඔවුහු සරසා නිවස  සිටියහ.
කුරුල්ලෝ ඉහළ අහසේ පියාසර කළහ.,කුරුල්ලෝ ඉහළ අහසේ පියාසර කළති,පියාසර ඉහළ කුරුල්ලෝ අහසේ කළහ.
අපි උණුසුම් කොකෝවා කෝප්පයක් භුක්ති වින්දෙමු.,අපි උණුසුම් කොකෝවා කෝප්පයක් භුක්ති වින්දෙමි,කෝප්පයක් භුක්ති අපි උණුසුම් කොකෝවා වින්දෙමු.
මම අද ගොවි පොළකට ගියෙමි.,මම අද ගොවි පොළකට ගියෙමු,අද පොළකට මම ගොවි  ගියෙමි.
ඔවුහු ගිම්හානය සඳහා ඔවුන්ගේ නිවාඩුව සැලසුම් කළහ.,ඔවුහු ගිම්හානය සඳහා ඔවුන්ගේ නිවාඩුව සැලසුම් කළති,ගිම්හානය ඔවුන්ගේ නිවාඩුව  සඳහා ඔවුහු සැලසුම් කළහ.
මම බල්ලා ඇවිදින්න ගෙන ගියෙමි.,මම බල්ලා ඇවිදින්න ගෙන ගියෙමු,ඇවිදින්න ගෙන බල්ලා මම  ගියෙමි.
ඇය ලස්සන මාලයක් පැළඳ සිටියාය.,ඇය ලස්සන මාලයක් පැළඳ සිටියති, ලස්සන පැළඳ සිටියාය මාලයක් ඇය .
අපේ ගෙවත්තේ බාබකියු එකක් තිබුණි.,අපේ ගෙවත්තේ බාබකියු එකක් තිබුනේය, එකක් තිබුණි බාබකියු  අපේ ගෙවත්තේ.
මම කඩේට යනකොට අතරමං වුනෙමි.,මම කඩේට යනකොට අතරමං වුනෙමු, යනකොට වුනෙමි  මම අතරමං කඩේට  .
බල්ලා ගිය කාර් එකට බුරයි.,බල්ලා ගිය කාර් එකට බුරති,කාර් එකට බල්ලා ගිය  බුරයි.
අපි අසල කැලෑ මංපෙත ගවේෂණය කළෙමු.,අපි අසල කැලෑ මංපෙත ගවේෂණය කළෙමි,අසල කැලෑ අපි ගවේෂණය කළෙමු මංපෙත .
මම මගේ නිදන කාමරයේ බිත්ති තීන්ත ආලේප කලෙමි.,මම මගේ නිදන කාමරයේ බිත්ති තීන්ත ආලේප කලෙමු,මගේ කාමරයේ කලෙමි මම  බිත්ති නිදන  තීන්ත ආලේප .
මම ගෙදර යන ගමන් පොඩ්කාස්ට් එකකට සවන් දුන්නෙමි.,මම ගෙදර යන ගමන් පොඩ්කාස්ට් එකකට සවන් දුන්නෙමු, ගමන් පොඩ්කාස්ට් ගෙදර මම යන  එකකට සවන් දුන්නෙමි.
ගිනි උදුනෙහි ගින්න පුපුරා යයි.,ගිනි උදුනෙහි ගින්න පුපුරා යති,ගිනි ගින්න පුපුරා උදුනෙහි  යයි.
මම අලුත් සපත්තු යුගලයක් පැළඳීමට උත්සාහ කළෙමි.,මම අලුත් සපත්තු යුගලයක් පැළඳීමට උත්සාහ කළෙමු, අලුත් පැළඳීමට උත්සාහ මම සපත්තු කළෙමි යුගලයක්  .
අපි සිනමා ශාලාවේ චිත්‍රපටයක් බලුවෙමු.,අපි සිනමා ශාලාවේ චිත්‍රපටයක් බලුවෙමි,බලුවෙමු ශාලාවේ අපි  චිත්‍රපටයක් සිනමා 
මම අද උදේ ජනෙල් පිරිසිදු කලෙමි.,මම අද උදේ ජනෙල් පිරිසිදු කලෙමු, අද උදේ පිරිසිදු කලෙමිමම  ජනෙල් .
ඇය අද කොණ්ඩය කැපුවාය.,ඇය අද කොණ්ඩය කැපති, කොණ්ඩය ඇය අද කැපුවාය.
කඳු පිටුපසින් හිරු බැස යමින් තිබුණි.,කඳු පිටුපසින් හිරු බැස යමින් තිබුනා,කඳු  බැස යමින් පිටුපසින් හිරු තිබුණි.
අපි දේදුනු දිහා බැලුවෙමු.,අපි දේදුනු දිහා බැලුවෙමි,දිහා බැලුවෙමු දේදුනු අපි  .
මම අද කලින් පටන් ගත්තෙමි,මම අද කලින් පටන් ගත්තේය, අද  පටන් ගත්තෙමි කලින් මම.
බබා සෙල්ලම් කරද්දී හිනා වෙයි.,බබා සෙල්ලම් කරද්දී හිනා වෙති,සෙල්ලම්  වෙයි කරද්දී හිනා බබා .
අපි වත්තේ රාත්‍රී ආහාරය ගත්තෙමු.,අපි වත්තේ රාත්‍රී ආහාරය ගත්තෙමි, වත්තේ  ගත්තෙමු රාත්‍රී ආහාරය අපි.
ඇය මල් බඳුනක මල් සකස් කළාය.,ඇය මල් බඳුනක මල් සකස් කලෙය, මල් බඳුනක සකස් කළාය මල් ඇය .
මම හිරු බැස යන ඡායාරූප කිහිපයක් ගත්තෙමි.,මම හිරු බැස යන ඡායාරූප කිහිපයක් ගත්තෙමු,හිරු බැස ඡායාරූප යන මම  කිහිපයක් ගත්තෙමි.
අපි කෑම කන ගමන් ජෑස් සංගීතයට සවන් දුන්නෙමු.,අපි කෑම කන ගමන් ජෑස් සංගීතයට සවන් දුන්නෙමි, කෑම ගමන් ජෑස් දුන්නෙමු සංගීතයට අපි  කන සවන් .
ඔවුහු සවස් වරුවේ චෙස් ක්‍රීඩා කළහ.,ඔවුහු සවස් වරුවේ චෙස් ක්‍රීඩා කළති,සවස්  ක්‍රීඩා කළහ වරුවේ චෙස් ඔවුහු  .
මම මාමා එක්ක මාළු අල්ලන්න ගියෙමි.,මම මාමා එක්ක මාළු අල්ලන්න ගියෙමු,මාළු අල්ලන්න මාමා එක්ක මම  ගියෙමි.
නිවස නැවුම්ව පිළිස්සූ කුකීස් මෙන් සුවඳයි.,නිවස නැවුම්ව පිළිස්සූ කුකීස් මෙන් සුවදායී ,නිවස නැවුම්ව  මෙන් පිළිස්සූ කුකීස් සුවඳයි
අපි වලාකුළු අහස හරහා පාවෙන අයුරු බලා සිටියෙමු.,අපි වලාකුළු අහස හරහා පාවෙන අයුරු බලා සිටියෙමි, වලාකුළු හරහා පාවෙන අහස සිටියෙමු බලා අයුරු අපි .
මම අභිරහස් නවකතාවක් කියවීමෙන් සතුටක් ලැබුවෙමි.,මම අභිරහස් නවකතාවක් කියවීමෙන් සතුටක් ලැබුවෙමු,නවකතාවක් කියවීමෙන් මම සතුටක් අභිරහස්  ලැබුවෙමි.
ප්‍රසංගය උද්‍යානයේ පැවැත්විණි., ප්‍රසංගය උද්‍යානයේ පැවැත්විය, පැවැත්විණි ප්‍රසංගය.උද්‍යානයේ 
මම දිගු ගමනක් යාමට තීරණය කළෙමි.,මම දිගු ගමනක් යාමට තීරණය කළෙමු,දිගු යාමට තීරණ මම ගමනක් ය කළෙමි.
ඔවුහු එක්ව පාපන්දු තරගය නැරඹුවහ.,ඔවුහු එක්ව පාපන්දු තරගය නැරඹති,  තරගය නැරඹුවහ එක්ව පාපන්දු ඔවුහු .
මම උදේ කෑමට රසවත් පෑන්කේක් හැදුවෙමි.,මම උදේ කෑමට රසවත් පෑන්කේක් හැදුවෙමු,උදේ කෑමට පෑන්කේක් මම රසවත්  හැදුවෙමි.
ළමයි ගෙවත්තේ ටැග් සෙල්ලම් කලෝය..,ළමයි ගෙවත්තේ ටැග් සෙල්ලම් කලති, සෙල්ලම් කලෝය  ළමයි  ගෙවත්තේ ටැග් ..
මම රැකියාව සඳහා නගරයට ගියෙමි.,මම රැකියාව සඳහා නගරයට ගියෙමු,සඳහා නගරයට මම රැකියාව ගියෙමි.
අපි රසවත් අයිස්ක්‍රීම් සන්ඩේ එකක් ගත්තෙමු.,අපි රසවත් අයිස්ක්‍රීම් සන්ඩේ එකක් ගත්තෙමි,රසවත්  සන්ඩේ අයිස්ක්‍රීම් අපි එකක් ගත්තෙමු.
ඇය ඇගේ ප්රියතම නිල් ඇඳුම ඇඳ සිටියාය.,ඇය ඇගේ ප්රියතම නිල් ඇඳුම ඇඳ සිටියේය, ප්රියතම නිල් ඇගේ  ඇය ඇඳුම ඇඳ සිටියාය.
මම මගේ සහෝදරයාගේ ගෙදර වැඩවලට උදව් කළෙමි.,මම මගේ සහෝදරයාගේ ගෙදර වැඩවලට උදව් කළෙමු,ගෙදර වැඩවලට මගේ සහෝදරයාගේ මම  උදව් කළෙමි.
අපි කඳවුරු බැඳීමට කූඩාරම සකස් කළෙමු.,අපි කඳවුරු බැඳීමට කූඩාරම සකස් කරයි,අපි බැඳීමට කූඩාරම කඳවුරු කළෙමු  සකස් .
මම උණු චොකලට් කෝප්පයක් රස වින්දෙමි.,මම උණු චොකලට් කෝප්පයක් රස වින්දා,මම  කෝප්පයක් උණු වින්දෙමි චොකලට් රස .
අද උදේ දුම්රිය නියමිත වේලාවට පැමිණෙයි.,අද උදේ දුම්රිය නියමිත වේලාවට පැමිණියාය,අද දුම්රිය නියමිත උදේ  පැමිණෙයි වේලාවට .
අපි වනාන්තරයේ සුවපහසු කුටියක නැවතී සිටියෙමු.,අපි වනාන්තරයේ සුවපහසු කුටියක නැවතී සිටියෙමි, සුවපහසු අපි කුටියක වනාන්තරයේ  නැවතී සිටියෙමු.
මම අද කලාගාරයකට ගියෙමි.,මම අද කලාගාරයකට ගියෙමු,කලාගාරයකට අද  මම  ගියෙමි.
ඔවුහු මුහුදු වෙරළේ වැලි මාලිගාවක් ඉදි කළහ.,ඔවුහු මුහුදු වෙරළේ වැලි මාලිගාවක් ඉදි කළති, වැලි මාලිගාවක් ඔවුහු මුහුදු වෙරළේ ඉදි කළහ.
මම කැමතිම පොත රාක්කයේ තිබී සොයාගතිමි.,මම කැමතිම පොත රාක්කයේ තිබී සොයාගතිමු,මම රාක්කයේ තිබී සොයාගතිමි කැමතිම පොත 
අපි විනෝද චාරිකාවේ වොලිබෝල් ක්‍රීඩා කළෙමු.,අපි විනෝද චාරිකාවේ වොලිබෝල් ක්‍රීඩා කළෙමි,අපි චාරිකාවේ කළෙමු වොලිබෝල් විනෝද  ක්‍රීඩා .
ඇය ලස්සන තෑග්ගක් දී මා පුදුමයට පත් කළාය.,ඇය ලස්සන තෑග්ගක් දී මා පුදුමයට පත් කරති,දී මා පුදුමයට පත් ලස්සන තෑග්ගක් ඇය කළාය.
මම ඊයේ රෑ වෙඩි තියන තරුවක් දැක්කෙමි,මම ඊයේ රෑ වෙඩි තියන තරුවක් දැක්කෙමු,රෑ වෙඩි තියන ඊයේ  තරුවක් මම දැක්කෙමි
බේකරිය නැවුම් පාන් සුවඳක් විය.,බේකරිය නැවුම් පාන් සුවඳක් වූහ,බේකරිය පාන් විය සුවඳක් නැවුම් .
අපි කඳුකරයේ ස්කීං ගියෙමු.,අපි කඳුකරයේ ස්කීං ගියෙමි ,ස්කීං ගියෙමු අපි  කඳුකරයේ.
මම අද මගේ සගයන් සමඟ දිවා ආහාරය ගත්තෙමි.,මම අද මගේ සගයන් සමඟ දිවා ආහාරය ගත්තෙමු,මම මගේ සගයන් අද ගත්තෙමි සමඟ දිවා ආහාරය .
ඔවුහු ප්‍රසංගයේදී ලස්සන ගීතයක් ගායනා කළහ.,ඔවුහු ප්‍රසංගයේදී ලස්සන ගීතයක් ගායනා කළති,ප්‍රසංගයේදී ලස්සන ගීතයක්  ඔවුහු ගායනා කළහ.
මම අද හවස ගේ අස් කළෙමි.,මම අද හවස ගේ අස් කළෙමු,අද හවස ගේ මම  අස් කළෙමි.
අපි වෙරළ දිගේ සවාරියක් ගියෙමු.,අපි වෙරළ දිගේ සවාරියක් ගියෙමි, වෙරළ සවාරියක් ගියෙමු දිගේ අපි .
ඇය රාත්‍රී ආහාරය සඳහා රසවත් පෝච්චියක් පිළියෙළ කළාය.,ඇය රාත්‍රී ආහාරය සඳහා රසවත් පෝච්චියක් පිළියෙළ කලේය,පෝච්චියක් පිළියෙළ රාත්‍රී ඇය ආහාරය සඳහා රසවත්  කළාය.
මම අලුත් අව් කණ්ණාඩියක් ගත්තෙමි,මම අලුත් අව් කණ්ණාඩියක් ගත්තේය, අලුත් අව් ගත්තෙමි කණ්ණාඩියක් මම.
අපි නගරය ගවේෂණය කරමින් දවස ගත කළෙමු.,අපි නගරය ගවේෂණය කරමින් දවස ගත කලෙමි, නගරය කරමින් දවස කළෙමු ගවේෂණය  ගත අපි .
මම උදේ පුස්තකාලයේ ගත කළෙමි.,මම උදේ පුස්තකාලයේ ගත කළෙමු,පුස්තකාලයේ කළෙමි උදේ  ගත මම  .
බළලා යහන මත නිදාගෙන සිටියි.,බළලා යහන මත නිදාගෙන සිටිති,යහන මත බළලා  නිදාගෙන සිටියි.
මම මගේ කුඩය ගෙන ඒමට වග බලා ගත්තෙමි.,මම මගේ කුඩය ගෙන ඒමට වග බලා ගත්තෙමු, මගේ වග බලා ගෙන  ගත්තෙමි ඒමට කුඩය මම.
ඔවුහු උසම කඳු මුදුනට නැග්ගෝය.,ඔවුහු උසම කඳු මුදුනට නැග්ගේය,කඳු මුදුනට ඔවුහු උසම  නැග්ගෝය.
අපි බැල්කනියේ සිට ගිනිකෙළි දෙස බලා සිටියෙමු.,අපි බැල්කනියේ සිට ගිනිකෙළි දෙස බලා සිටියෙමි,දෙස බලා බැල්කනියේ  අපි  ගිනිකෙළි සිට  සිටියෙමු.
අපිජනේලයට තට්ටු කරන වැස්සට සවන් දුන්නෙමු.,අපි ජනේලයට තට්ටු කරන වැස්සට සවන් දුන්නෙමි,ජනේලයට තට්ටු අපි කරන  සවන් දුන්නෙමු වැස්සට.
ඇය ඇගේ ඇඟිල්ලේ දීප්තිමත් මුද්දක් පැළඳ සිටියාය.,ඇය ඇගේ ඇඟිල්ලේ දීප්තිමත් මුද්දක් පැළඳ සිටිති,ඇය ඇඟිල්ලේ දීප්තිමත් ඇගේ සිටියාය මුද්දක් පැළඳ .
මම සාදය සඳහා කුකීස් පුළුස්සමි.,මම සාදය සඳහා කුකීස් පුළුස්සමු,කුකීස් පුළුස්සමි සාදය සඳහා මම   .
අපි හවස පුරාම බෝඩ් ක්‍රීඩා කලෙමු.,අපි හවස පුරාම බෝඩ් ක්‍රීඩා කලෙමි,බෝඩ් ක්‍රීඩා හවස අපි   පුරාම කලෙමු.
මම ව්‍යායාම කරන්න ජිම් එකට ගියෙමි.,මම ව්‍යායාම කරන්න ජිම් එකට ගියෙමු,ව්‍යායාම එකට ගියෙමි කරන්න ජිම් මම  .
ඔවුහු අවන්හලේදී අලුත් කෑමක් උත්සාහ කලෝය,ඔවුහු අවන්හලේදී අලුත් කෑමක් උත්සාහ කලේය,  කෑමක් උත්සාහ කලෝය ඔවුහු අවන්හලේදී අලුත්
ළමයි එළියේ හිනාවෙලා සෙල්ලම් කලෝය,ළමයි එළියේ හිනාවෙලා සෙල්ලම් කලාය, එළියේ  සෙල්ලම් කලෝය හිනාවෙලා ළමයි
මම අද උදේ හිරු උදාව බැලුවෙමි.,මම අද උදේ හිරු උදාව බැලුවෙමු,අද හිරු උදාව මම  උදේ බැලුවෙමි.
අපි සති අන්තයේ ගම්බද ප්‍රදේශවලට ගියෙමු.,අපි සති අන්තයේ ගම්බද ප්‍රදේශවලට ගියෙමි,සති ගම්බද ප්‍රදේශවලට අපි  අන්තයේ  ගියෙමු.
කාමරය දීප්තිමත් වර්ණවලින් සරසා තිබුණි.,කාමරය දීප්තිමත් වර්ණවලින් සරසා තිබුනේය,සරසා දීප්තිමත් කාමරය  වර්ණවලින් තිබුණි.
ඔවුහු විශේෂ රාත්‍රී භෝජන සංග්‍රහයකින් සිය සංවත්සරය සැමරූහ.,ඔවුහු විශේෂ රාත්‍රී භෝජන සංග්‍රහයකින් සිය සංවත්සරය සැමරති,ඔවුහු භෝජන සංග්‍රහයකින් විශේෂ සැමරූහ රාත්‍රී  සිය සංවත්සරය .
අපි රංග ශාලාවේ නාට්‍යයක් බලන්න ගියෙමු.,අපි රංග ශාලාවේ නාට්‍යයක් බලන්න ගියෙමි,රංග නාට්‍යයක් ශාලාවේ අපි  ගියෙමු බලන්න .
මම මගේ බල්ලා සමඟ වෙරළ දිගේ ඇවිද ගියෙමි.,මම මගේ බල්ලා සමඟ වෙරළ දිගේ ඇවිද ගියෙමු,වෙරළ මම මගේ සමඟ බල්ලා  දිගේ ඇවිද ගියෙමි.
කෝපි හල සුවපහසු හා ආරාධිත විය.,කෝපි හල සුවපහසු හා ආරාධිත වූහ,කෝපි සුවපහසු හා හල  විය ආරාධිත .
ඇය සුහද සිනහවකින් සියල්ලන්ටම ආචාර කළාය.,ඇය සුහද සිනහවකින් සියල්ලන්ටම ආචාර කළති, සුහද සියල්ලන්ටම ආචාර  කළාය සිනහවකින් ඇය .
අපි දිවා ආහාරය සඳහා නිහඬ කැෆේ එකකට ගියෙමු.,අපි දිවා ආහාරය සඳහා නිහඬ කැෆේ එකකට ගියෙමි, දිවා  නිහඬ ආහාරය සඳහා ගියෙමු කැෆේ එකකට අපි .
